accession	description
"SRR8514544"	"Illumina MiSeq sequencing; Antigen presenting ILC3 regulate T cell-dependent IgA responses to colonic mucosal-associated bacteria"
"ERR3991113"	"HiSeq X Five paired end sequencing"
"ERR3991116"	"HiSeq X Five paired end sequencing"
"SRR11003985"	"NextSeq 500 sequencing; RNA-seq of human malaria vaccine antigen specific T cells"
"SRR11003986"	"NextSeq 500 sequencing; RNA-seq of human malaria vaccine antigen specific T cells"
"SRR11003975"	"NextSeq 500 sequencing; RNA-seq of human malaria vaccine antigen specific T cells"
"SRR11003974"	"NextSeq 500 sequencing; RNA-seq of human malaria vaccine antigen specific T cells"
"SRR11003973"	"NextSeq 500 sequencing; RNA-seq of human malaria vaccine antigen specific T cells"
"SRR11003972"	"NextSeq 500 sequencing; RNA-seq of human malaria vaccine antigen specific T cells"
"SRR11003966"	"NextSeq 500 sequencing; RNA-seq of human malaria vaccine antigen specific T cells"
"SRR11003965"	"NextSeq 500 sequencing; RNA-seq of human malaria vaccine antigen specific T cells"
"SRR10088300"	"Illumina MiniSeq sequencing; NGS of homo sapiens: adult CD3+ T cells"
"SRR7728939"	"NextSeq 500 sequencing; amplicon sequencing of t cells from homo sapiens"
"SRR4342280"	"Illumina HiSeq 2500 sequencing; Targeted sequencing of CML patient"
"ERR4497234"	"Illumina HiSeq 2000 paired end sequencing; [Smart-seq2] scRNA-seq of mouse Plasmodium-specific CD4+ T cells"
"ERR4498758"	"Illumina HiSeq 2000 paired end sequencing; [Smart-seq2] scRNA-seq of mouse Plasmodium-specific CD4+ T cells"
"ERR4500564"	"Illumina HiSeq 2000 paired end sequencing; [Smart-seq2] scRNA-seq of mouse Plasmodium-specific CD4+ T cells"
"ERR4500189"	"Illumina HiSeq 2000 paired end sequencing; [Smart-seq2] scRNA-seq of mouse Plasmodium-specific CD4+ T cells"
"ERR4499477"	"Illumina HiSeq 2000 paired end sequencing; [Smart-seq2] scRNA-seq of mouse Plasmodium-specific CD4+ T cells"
"ERR4499805"	"Illumina HiSeq 2000 paired end sequencing; [Smart-seq2] scRNA-seq of mouse Plasmodium-specific CD4+ T cells"
"ERR4500948"	"Illumina HiSeq 2000 paired end sequencing; [Smart-seq2] scRNA-seq of mouse Plasmodium-specific CD4+ T cells"
"ERR4497618"	"Illumina HiSeq 2000 paired end sequencing; [Smart-seq2] scRNA-seq of mouse Plasmodium-specific CD4+ T cells"
"ERR4498002"	"Illumina HiSeq 2000 paired end sequencing; [Smart-seq2] scRNA-seq of mouse Plasmodium-specific CD4+ T cells"
"ERR4496851"	"Illumina HiSeq 2000 paired end sequencing; [Smart-seq2] scRNA-seq of mouse Plasmodium-specific CD4+ T cells"
"ERR4498384"	"Illumina HiSeq 2000 paired end sequencing; [Smart-seq2] scRNA-seq of mouse Plasmodium-specific CD4+ T cells"
"ERR4499142"	"Illumina HiSeq 2000 paired end sequencing; [Smart-seq2] scRNA-seq of mouse Plasmodium-specific CD4+ T cells"
"SRR10727220"	"Illumina MiniSeq sequencing; Targeted UMI based Immune repetoir sequencing : Human yd T cells from PBMC : HD_003"
"SRR11600026"	"Illumina MiSeq sequencing; HTS data for in vivo tissue samples from HGPS homozygous LMNA c.1824 c&gt;T mouse"
"SRR1057100"	"Illumina Genome Analyzer II paired end sequencing; Colorectal and Breast Cancer Whole Exome and Target Region Sequencing"
"SRR5515489"	"Illumina MiSeq sequencing; 16S of Sus scrofa: fecal microbiome from non-medicated 7 week old pigs"
"ERR3898960"	"Illumina MiSeq paired end sequencing"
"ERR4388046"	"Illumina MiSeq paired end sequencing"
"ERR4403934"	"Illumina MiSeq paired end sequencing"
"ERR4405018"	"Illumina MiSeq paired end sequencing"
"ERR3579234"	"Illumina MiSeq paired end sequencing"
"ERR4009075"	"Illumina MiSeq paired end sequencing"
