accession	description
"SRR7747492"	"Illumina HiSeq 2500 sequencing; RNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3029867"
"SRR7747493"	"Illumina HiSeq 2500 sequencing; miRNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3029868"
"SRR7747495"	"Illumina HiSeq 2500 sequencing; miRNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3035538"
"SRR7747497"	"Illumina HiSeq 2500 sequencing; miRNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3029874"
"SRR7747499"	"Illumina HiSeq 2500 sequencing; miRNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3029880"
"SRR7747607"	"Illumina HiSeq 2500 sequencing; RNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3030128"
"SRR7747608"	"Illumina HiSeq 2500 sequencing; miRNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3030129"
"SRR7747610"	"Illumina HiSeq 2500 sequencing; miRNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3035588"
"SRR7747612"	"Illumina HiSeq 2500 sequencing; miRNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3030135"
"SRR7747614"	"Illumina HiSeq 2500 sequencing; miRNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3030141"
"SRR7747616"	"Illumina HiSeq 2500 sequencing; miRNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3030147"
"SRR7747627"	"Illumina HiSeq 2500 sequencing; RNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3030176"
"SRR7747635"	"Illumina HiSeq 2500 sequencing; RNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3030194"
"SRR7747643"	"Illumina HiSeq 2500 sequencing; RNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3030212"
"SRR7747645"	"Illumina HiSeq 2500 sequencing; RNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3030218"
"SRR7747646"	"Illumina HiSeq 2500 sequencing; miRNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3030219"
"SRR7747648"	"Illumina HiSeq 2500 sequencing; miRNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3030225"
"SRR7747650"	"Illumina HiSeq 2500 sequencing; miRNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3035608"
"SRR7747652"	"Illumina HiSeq 2500 sequencing; miRNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3030231"
"SRR7747654"	"Illumina HiSeq 2500 sequencing; miRNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3030237"
"SRR7747668"	"Illumina HiSeq 2500 sequencing; miRNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3030273"
"SRR7747670"	"Illumina HiSeq 2500 sequencing; miRNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3035618"
"SRR7747674"	"Illumina HiSeq 2500 sequencing; miRNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3030285"
"SRR7747675"	"Illumina HiSeq 2500 sequencing; RNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3030290"
"SRR7747482"	"Illumina HiSeq 2500 sequencing; RNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3029843"
"SRR7747483"	"Illumina HiSeq 2500 sequencing; miRNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3029844"
"SRR7747487"	"Illumina HiSeq 2500 sequencing; miRNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3029850"
"SRR7747491"	"Illumina HiSeq 2500 sequencing; miRNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3029862"
"SRR7747494"	"Illumina HiSeq 2500 sequencing; RNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3035537"
"SRR7747496"	"Illumina HiSeq 2500 sequencing; RNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3029873"
"SRR7747498"	"Illumina HiSeq 2500 sequencing; RNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3029879"
"SRR7747500"	"Illumina HiSeq 2500 sequencing; RNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3029885"
"SRR7747501"	"Illumina HiSeq 2500 sequencing; miRNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3029886"
"SRR7747672"	"Illumina HiSeq 2500 sequencing; miRNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3030279"
"SRR7747676"	"Illumina HiSeq 2500 sequencing; miRNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3030291"
"SRR7747609"	"Illumina HiSeq 2500 sequencing; RNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3035587"
"SRR7747611"	"Illumina HiSeq 2500 sequencing; RNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3030134"
"SRR7747613"	"Illumina HiSeq 2500 sequencing; RNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3030140"
"SRR7747615"	"Illumina HiSeq 2500 sequencing; RNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3030146"
"SRR7747628"	"Illumina HiSeq 2500 sequencing; miRNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3030177"
"SRR7747630"	"Illumina HiSeq 2500 sequencing; miRNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3035598"
"SRR7747632"	"Illumina HiSeq 2500 sequencing; miRNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3030183"
"SRR7747634"	"Illumina HiSeq 2500 sequencing; miRNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3030189"
"SRR7747636"	"Illumina HiSeq 2500 sequencing; miRNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3030195"
"SRR7747638"	"Illumina HiSeq 2500 sequencing; miRNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3030201"
"SRR7747640"	"Illumina HiSeq 2500 sequencing; miRNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3035603"
"SRR7747642"	"Illumina HiSeq 2500 sequencing; miRNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3030207"
"SRR7747644"	"Illumina HiSeq 2500 sequencing; miRNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3030213"
"SRR7747651"	"Illumina HiSeq 2500 sequencing; RNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3030230"
"SRR7747653"	"Illumina HiSeq 2500 sequencing; RNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3030236"
"SRR7747656"	"Illumina HiSeq 2500 sequencing; miRNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3030243"
"SRR7747667"	"Illumina HiSeq 2500 sequencing; RNA-Seq of human: Colon Adenocarcinoma of colon: Sample 3030272"
"SRR2034594"	"Illumina HiSeq 2500 sequencing; Phased WGS of H. sapiens: Primary colon adenocarcinoma"
"SRR6261918"	"NextSeq 500 sequencing; RNA-Seq of HT-29 colon adenocarcinoma cells, non-treated"
"SRR6261913"	"NextSeq 500 sequencing; RNA-Seq of HT-29 colon adenocarcinoma cells, non-treated"
"SRR6261917"	"NextSeq 500 sequencing; RNA-Seq of HT-29 colon adenocarcinoma cells, non-treated"
"SRR6261916"	"NextSeq 500 sequencing; RNA-Seq of HT-29 colon adenocarcinoma cells treated with 5-FU, 72h, 20 microM"
"SRR6261915"	"NextSeq 500 sequencing; RNA-Seq of HT-29 colon adenocarcinoma cells treated with 5-FU, 72h, 20 microM"
"SRR6261914"	"NextSeq 500 sequencing; RNA-Seq of HT-29 colon adenocarcinoma cells treated with 5-FU, 72h, 20 microM"
"SRR6314366"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 50-60 years old Colon Adenocarcinoma"
"SRR6314360"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 31-50 years old Colon Adenocarcinoma"
"SRR6314649"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 31-50 years old Colon Adenocarcinoma"
"SRR6314613"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 50-60 years old Colon Adenocarcinoma"
"SRR6314591"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: &gt;71 years old Colon Adenocarcinoma"
"SRR6314556"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 50-60 years old Colon Adenocarcinoma"
"SRR6314722"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 31-50 years old Colon Adenocarcinoma"
"SRR6314702"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 31-50 years old Colon Adenocarcinoma"
"SRR6316898"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: &gt;71 years old Colon Adenocarcinoma"
"SRR7747505"	"Illumina HiSeq 2500 sequencing; &quot;miRNA-Seq of human: Colon adenocarcinoma, intestinal type with mucinous features&quot;: Sample 3035543"
"SRR7747507"	"Illumina HiSeq 2500 sequencing; &quot;miRNA-Seq of human: Colon adenocarcinoma, intestinal type with mucinous features&quot;: Sample 3029898"
"SRR7747509"	"Illumina HiSeq 2500 sequencing; &quot;miRNA-Seq of human: Colon adenocarcinoma, intestinal type with mucinous features&quot;: Sample 3029904"
"SRR6314494"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 31-50 years old Colon Adenocarcinoma"
"SRR6314489"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 50-60 years old Colon Adenocarcinoma"
"SRR6314486"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: &gt;71 years old Colon Adenocarcinoma"
"SRR6314484"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 31-50 years old Colon Adenocarcinoma"
"SRR6315112"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 50-60 years old Colon Adenocarcinoma"
"SRR6315107"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 31-50 years old Colon Adenocarcinoma"
"SRR7747502"	"Illumina HiSeq 2500 sequencing; &quot;RNA-Seq of human: Colon adenocarcinoma, intestinal type with mucinous features&quot;: Sample 3029891"
"SRR7747503"	"Illumina HiSeq 2500 sequencing; &quot;miRNA-Seq of human: Colon adenocarcinoma, intestinal type with mucinous features&quot;: Sample 3029892"
"SRR7747504"	"Illumina HiSeq 2500 sequencing; &quot;RNA-Seq of human: Colon adenocarcinoma, intestinal type with mucinous features&quot;: Sample 3035542"
"SRR7747506"	"Illumina HiSeq 2500 sequencing; &quot;RNA-Seq of human: Colon adenocarcinoma, intestinal type with mucinous features&quot;: Sample 3029897"
"SRR7747508"	"Illumina HiSeq 2500 sequencing; &quot;RNA-Seq of human: Colon adenocarcinoma, intestinal type with mucinous features&quot;: Sample 3029903"
"SRR7747510"	"Illumina HiSeq 2500 sequencing; &quot;RNA-Seq of human: Colon adenocarcinoma, intestinal type with mucinous features&quot;: Sample 3029909"
"SRR7747511"	"Illumina HiSeq 2500 sequencing; &quot;miRNA-Seq of human: Colon adenocarcinoma, intestinal type with mucinous features&quot;: Sample 3029910"
"SRR6316693"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 31-50 years old Colon Adenocarcinoma"
"SRR6316675"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 61-70 years old Colon Adenocarcinoma"
"SRR6315027"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: &lt;30 years old Colon Adenocarcinoma"
"SRR6316731"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 31-50 years old Colon Adenocarcinoma"
"SRR6316864"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 61-70 years old Colon Adenocarcinoma"
"SRR6316847"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 61-70 years old Colon Adenocarcinoma"
"SRR6316944"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 50-60 years old Colon Adenocarcinoma"
"SRR6316942"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 50-60 years old Colon Adenocarcinoma"
"SRR6314535"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 50-60 years old Colon Adenocarcinoma"
"SRR6314519"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 61-70 years old Colon Adenocarcinoma"
"SRR6314345"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 50-60 years old Colon Adenocarcinoma"
"SRR6314912"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 50-60 years old Colon Adenocarcinoma"
"SRR6315227"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 50-60 years old Colon Adenocarcinoma"
"SRR6315209"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: &gt;71 years old Colon Adenocarcinoma"
"SRR6315014"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: &lt;30 years old Colon Adenocarcinoma"
"SRR6316762"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 50-60 years old Colon Adenocarcinoma"
"SRR6315140"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 31-50 years old Colon Adenocarcinoma"
"SRR6315127"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 50-60 years old Colon Adenocarcinoma"
"SRR6315114"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 50-60 years old Colon Adenocarcinoma"
"SRR6315084"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 31-50 years old Colon Adenocarcinoma"
"SRR6315061"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 31-50 years old Colon Adenocarcinoma"
"SRR6315059"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 31-50 years old Colon Adenocarcinoma"
"SRR6316777"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: 50-60 years old Colon Adenocarcinoma"
"SRR6316788"	"Illumina HiSeq 2500 sequencing; Matching peripherial blood for MSKCC IMPACT of Homo sapiens: &lt;30 years old Signet Ring Cell Adenocarcinoma of the Colon and Rectum"
