accession	description
"SRR10007792"	"HiSeq X Ten sequencing; Primary BRCA RNA sequencing"
"SRR10007791"	"HiSeq X Ten sequencing; Primary BRCA RNA sequencing"
"SRR10007790"	"HiSeq X Ten sequencing; Primary BRCA RNA sequencing"
"SRR10007789"	"HiSeq X Ten sequencing; Primary BRCA RNA sequencing"
"SRR10007788"	"HiSeq X Ten sequencing; Primary BRCA RNA sequencing"
"SRR10007787"	"HiSeq X Ten sequencing; Primary BRCA RNA sequencing"
"SRR10007786"	"HiSeq X Ten sequencing; Primary BRCA RNA sequencing"
"SRR10007785"	"HiSeq X Ten sequencing; Primary BRCA RNA sequencing"
"SRR10007784"	"HiSeq X Ten sequencing; Primary BRCA RNA sequencing"
"SRR10007783"	"HiSeq X Ten sequencing; Primary BRCA RNA sequencing"
"SRR10007782"	"HiSeq X Ten sequencing; Primary BRCA RNA sequencing"
"SRR10007781"	"HiSeq X Ten sequencing; Primary BRCA RNA sequencing"
"SRR10007780"	"HiSeq X Ten sequencing; Primary BRCA RNA sequencing"
"SRR10007779"	"HiSeq X Ten sequencing; Primary BRCA RNA sequencing"
"SRR10007778"	"HiSeq X Ten sequencing; Primary BRCA RNA sequencing"
"SRR10007776"	"HiSeq X Ten sequencing; Primary BRCA RNA sequencing"
"SRR10007774"	"HiSeq X Ten sequencing; Primary BRCA RNA sequencing"
"SRR10007772"	"HiSeq X Ten sequencing; Primary BRCA RNA sequencing"
"SRR10007770"	"HiSeq X Ten sequencing; Primary BRCA RNA sequencing"
"SRR10007767"	"HiSeq X Ten sequencing; Primary BRCA RNA sequencing"
"SRR10007766"	"HiSeq X Ten sequencing; Primary BRCA RNA sequencing"
"SRR10007763"	"HiSeq X Ten sequencing; Primary BRCA RNA sequencing"
"SRR10007761"	"HiSeq X Ten sequencing; Primary BRCA RNA sequencing"
"SRR10007760"	"HiSeq X Ten sequencing; Primary BRCA RNA sequencing"
"SRR10007758"	"HiSeq X Ten sequencing; Primary BRCA RNA sequencing"
"SRR10007756"	"HiSeq X Ten sequencing; Primary BRCA RNA sequencing"
"SRR10007751"	"HiSeq X Ten sequencing; Primary BRCA RNA sequencing"
"SRR10007748"	"HiSeq X Ten sequencing; Primary BRCA RNA sequencing"
"SRR10007746"	"HiSeq X Ten sequencing; Primary BRCA RNA sequencing"
"SRR10007743"	"HiSeq X Ten sequencing; Primary BRCA RNA sequencing"
"SRR10007741"	"HiSeq X Ten sequencing; Primary BRCA RNA sequencing"
"SRR10007739"	"HiSeq X Ten sequencing; Primary BRCA RNA sequencing"
"SRR9622727"	"NextSeq 500 sequencing; GSM3912877: BRCA-1; Escherichia coli; RNA-Seq"
"SRR9622731"	"NextSeq 500 sequencing; GSM3912878: BRCA-2; Escherichia coli; RNA-Seq"
"SRR9622728"	"NextSeq 500 sequencing; GSM3912877: BRCA-1; Escherichia coli; RNA-Seq"
"SRR9622729"	"NextSeq 500 sequencing; GSM3912877: BRCA-1; Escherichia coli; RNA-Seq"
"SRR9622730"	"NextSeq 500 sequencing; GSM3912877: BRCA-1; Escherichia coli; RNA-Seq"
"SRR9622732"	"NextSeq 500 sequencing; GSM3912878: BRCA-2; Escherichia coli; RNA-Seq"
"SRR9622733"	"NextSeq 500 sequencing; GSM3912878: BRCA-2; Escherichia coli; RNA-Seq"
"SRR9622734"	"NextSeq 500 sequencing; GSM3912878: BRCA-2; Escherichia coli; RNA-Seq"
"SRR3151770"	"Illumina HiSeq 2000 sequencing; GSM2055799: BRCA; Homo sapiens; RNA-Seq"
"SRR9108806"	"NextSeq 500 sequencing; GSM3791603: B1 BRCA E+P; Homo sapiens; RNA-Seq"
"SRR9108807"	"NextSeq 500 sequencing; GSM3791604: B2 BRCA E+P; Homo sapiens; RNA-Seq"
"SRR9108808"	"NextSeq 500 sequencing; GSM3791605: B3 BRCA E+P; Homo sapiens; RNA-Seq"
"SRR9108809"	"NextSeq 500 sequencing; GSM3791606: B5 BRCA E+P; Homo sapiens; RNA-Seq"
"SRR9108810"	"NextSeq 500 sequencing; GSM3791607: B6 BRCA E+P; Homo sapiens; RNA-Seq"
"SRR9108811"	"NextSeq 500 sequencing; GSM3791608: B7 BRCA E+P; Homo sapiens; RNA-Seq"
"SRR9108821"	"NextSeq 500 sequencing; GSM3791618: C5 BRCA E+P+TPA; Homo sapiens; RNA-Seq"
"SRR9108823"	"NextSeq 500 sequencing; GSM3791620: C7 BRCA E+P+TPA; Homo sapiens; RNA-Seq"
"SRR9108822"	"NextSeq 500 sequencing; GSM3791619: C6 BRCA E+P+TPA; Homo sapiens; RNA-Seq"
"SRR12464214"	"HiSeq X Ten sequencing; WES of human BRCA-deficient PDX: female breast tumor"
"SRR9108818"	"NextSeq 500 sequencing; GSM3791615: C1 BRCA E+P+TPA; Homo sapiens; RNA-Seq"
"SRR9108819"	"NextSeq 500 sequencing; GSM3791616: C2 BRCA E+P+TPA; Homo sapiens; RNA-Seq"
"SRR9108820"	"NextSeq 500 sequencing; GSM3791617: C3 BRCA E+P+TPA; Homo sapiens; RNA-Seq"
"SRR5604319"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604314"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604312"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604310"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604308"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604305"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604304"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604303"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604300"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604297"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604295"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604292"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604290"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604289"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604288"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604285"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604284"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604283"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604281"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604279"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604278"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604276"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604275"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604273"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604271"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604269"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604267"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604265"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604263"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604262"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604260"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604318"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604317"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604316"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604315"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604313"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604311"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604309"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604307"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604306"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604302"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604301"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604299"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604298"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604296"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604294"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604293"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604291"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604287"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604286"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604282"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604280"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604277"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604274"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604272"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604270"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604268"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604266"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604264"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR5604261"	"Illumina HiSeq 2000 sequencing; WES of homo sapiens - BRCA related breast and ovarian cancer"
"SRR12464213"	"HiSeq X Ten sequencing; WES of human BRCA1-BRCA-deficient PDX: female breast tumor"
"SRR5109807"	"Illumina MiSeq sequencing"
"SRR5109808"	"Illumina MiSeq sequencing"
"SRR5109809"	"Illumina MiSeq sequencing"
"SRR5109810"	"Illumina MiSeq sequencing"
"SRR5109812"	"Illumina MiSeq sequencing"
"SRR5109814"	"Illumina MiSeq sequencing"
"SRR5109816"	"Illumina MiSeq sequencing"
"SRR5109811"	"Illumina MiSeq sequencing"
"SRR5109813"	"Illumina MiSeq sequencing"
"SRR5109815"	"Illumina MiSeq sequencing"
"SRR7940080"	"Illumina HiSeq 4000 sequencing; Targeted bisulfite-sequencing of human whole blood: unaffected BRCA Carrier: Sample S101"
"SRR7940081"	"Illumina HiSeq 4000 sequencing; Targeted bisulfite-sequencing of human whole blood: unaffected BRCA Carrier: Sample S102"
"SRR7940082"	"Illumina HiSeq 4000 sequencing; Targeted bisulfite-sequencing of human whole blood: unaffected BRCA Carrier: Sample S103"
"SRR7940083"	"Illumina HiSeq 4000 sequencing; Targeted bisulfite-sequencing of human whole blood: unaffected BRCA Carrier: Sample S104"
"SRR7940084"	"Illumina HiSeq 4000 sequencing; Targeted bisulfite-sequencing of human whole blood: unaffected BRCA Carrier: Sample S105"
"SRR7940085"	"Illumina HiSeq 4000 sequencing; Targeted bisulfite-sequencing of human whole blood: unaffected BRCA Carrier: Sample S106"
"SRR12535521"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535348"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535344"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535341"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535339"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535328"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535326"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535325"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535323"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535535"	"NextSeq 500 sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535533"	"NextSeq 500 sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535532"	"NextSeq 500 sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535529"	"NextSeq 500 sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535528"	"NextSeq 500 sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535527"	"NextSeq 500 sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535604"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535603"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535498"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535443"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535441"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535439"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535394"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535393"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535347"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535346"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535343"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535342"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535340"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535327"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535324"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535322"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535321"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535319"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535599"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535598"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535596"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535601"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535600"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535597"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535595"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535578"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535567"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535560"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535558"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535556"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535555"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535551"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535550"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535641"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535546"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535543"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
"SRR12535541"	"Illumina MiSeq sequencing; Targeted resequencing of mix DNA (cell lines and artificial) mimicking mutations in BRCA genes"
