accession	description
"ERR4879153"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"ERR4879155"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"ERR4879157"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"ERR4879159"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"ERR4879161"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"ERR4879163"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"ERR4879164"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"ERR4879094"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"ERR4879096"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"ERR4879098"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"ERR4879099"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"ERR4879102"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"ERR4879104"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"ERR4879106"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"ERR4879107"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"ERR4879109"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"ERR4879111"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"ERR4879113"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"ERR4879115"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"ERR4879116"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"ERR4879118"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"ERR4879119"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"ERR4879121"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"ERR4879122"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"ERR4879123"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"ERR4879125"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"ERR4879127"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"ERR4879129"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"ERR4879131"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"ERR4879132"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"ERR4879136"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"ERR4879139"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"ERR4879141"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"ERR4879144"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"ERR4879146"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"ERR4879150"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"ERR4879152"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"ERR4879154"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"ERR4879156"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"ERR4879158"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"ERR4879160"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"ERR4879162"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"ERR4879165"	"NextSeq 500 sequencing; RNA-seq of human prostate cancer cell lines grown as orthotopic tumour models of castration resistant prostate cancer"
"SRR8242203"	"Ion Torrent Proton sequencing; Whole exome of pathological prostate tissue from patient with prostate cancer."
"SRR8242193"	"Ion Torrent Proton sequencing; Whole exome of pathological prostate tissue from patient with prostate cancer."
"SRR8242190"	"Ion Torrent Proton sequencing; Whole exome of normal prostate tissue from patient with prostate cancer."
"SRR8242188"	"Ion Torrent Proton sequencing; Whole exome of normal prostate tissue from patient with prostate cancer."
"SRR8242186"	"Ion Torrent Proton sequencing; Whole exome of normal prostate tissue from patient with prostate cancer."
"SRR8242184"	"Ion Torrent Proton sequencing; Whole exome of normal prostate tissue from patient with prostate cancer."
"SRR8242183"	"Ion Torrent Proton sequencing; Whole exome of pathological prostate tissue from patient with prostate cancer."
"SRR8242181"	"Ion Torrent Proton sequencing; Whole exome of normal prostate tissue from patient with prostate cancer."
"SRR8242178"	"Ion Torrent Proton sequencing; Whole exome of normal prostate tissue from patient with prostate cancer."
"SRR8242176"	"Ion Torrent Proton sequencing; Whole exome of normal prostate tissue from patient with prostate cancer."
"SRR8242174"	"Ion Torrent Proton sequencing; Whole exome of pathological prostate tissue from patient with prostate cancer."
"SRR8242172"	"Ion Torrent Proton sequencing; Whole exome of pathological prostate tissue from patient with prostate cancer."
"SRR8242170"	"Ion Torrent Proton sequencing; Whole exome of pathological prostate tissue from patient with prostate cancer."
"SRR8242168"	"Ion Torrent Proton sequencing; Whole exome of pathological prostate tissue from patient with prostate cancer."
"SRR8242166"	"Ion Torrent Proton sequencing; Whole exome of pathological prostate tissue from patient with prostate cancer."
"SRR8242163"	"Ion Torrent Proton sequencing; Whole exome of normal prostate tissue from patient with prostate cancer."
"SRR8242161"	"Ion Torrent Proton sequencing; Whole exome of normal prostate tissue from patient with prostate cancer."
"SRR8242159"	"Ion Torrent Proton sequencing; Whole exome of normal prostate tissue from patient with prostate cancer."
"SRR8242147"	"Ion Torrent Proton sequencing; Whole exome of pathological prostate tissue from patient with prostate cancer."
"SRR8242145"	"Ion Torrent Proton sequencing; Whole exome of pathological prostate tissue from patient with prostate cancer."
"SRR8242157"	"Ion Torrent Proton sequencing; Whole exome of normal prostate tissue from patient with prostate cancer."
"SRR8242156"	"Ion Torrent Proton sequencing; Whole exome of pathological prostate tissue from patient with prostate cancer."
"SRR8242154"	"Ion Torrent Proton sequencing; Whole exome of pathological prostate tissue from patient with prostate cancer."
"SRR8242148"	"Ion Torrent Proton sequencing; Whole exome of normal prostate tissue from patient with prostate cancer."
"SRR8242146"	"Ion Torrent Proton sequencing; Whole exome of normal prostate tissue from patient with prostate cancer."
"SRR8242144"	"Ion Torrent Proton sequencing; Whole exome of normal prostate tissue from patient with prostate cancer."
"SRR8242209"	"Ion Torrent Proton sequencing; Whole exome of normal prostate tissue from patient with prostate cancer."
"SRR8242194"	"Ion Torrent Proton sequencing; Whole exome of normal prostate tissue from patient with prostate cancer."
"SRR8242192"	"Ion Torrent Proton sequencing; Whole exome of normal prostate tissue from patient with prostate cancer."
"SRR8242191"	"Ion Torrent Proton sequencing; Whole exome of pathological prostate tissue from patient with prostate cancer."
"SRR8242189"	"Ion Torrent Proton sequencing; Whole exome of pathological prostate tissue from patient with prostate cancer."
"SRR8242187"	"Ion Torrent Proton sequencing; Whole exome of pathological prostate tissue from patient with prostate cancer."
"SRR8242185"	"Ion Torrent Proton sequencing; Whole exome of pathological prostate tissue from patient with prostate cancer."
"SRR8242182"	"Ion Torrent Proton sequencing; Whole exome of normal prostate tissue from patient with prostate cancer."
"SRR8242180"	"Ion Torrent Proton sequencing; Whole exome of normal prostate tissue from patient with prostate cancer."
"SRR8242179"	"Ion Torrent Proton sequencing; Whole exome of pathological prostate tissue from patient with prostate cancer."
"SRR8242177"	"Ion Torrent Proton sequencing; Whole exome of pathological prostate tissue from patient with prostate cancer."
"SRR8242175"	"Ion Torrent Proton sequencing; Whole exome of pathological prostate tissue from patient with prostate cancer."
"SRR8242173"	"Ion Torrent Proton sequencing; Whole exome of normal prostate tissue from patient with prostate cancer."
"SRR8242171"	"Ion Torrent Proton sequencing; Whole exome of normal prostate tissue from patient with prostate cancer."
"SRR8242169"	"Ion Torrent Proton sequencing; Whole exome of normal prostate tissue from patient with prostate cancer."
"SRR8242167"	"Ion Torrent Proton sequencing; Whole exome of normal prostate tissue from patient with prostate cancer."
"SRR8242165"	"Ion Torrent Proton sequencing; Whole exome of normal prostate tissue from patient with prostate cancer."
"SRR8242164"	"Ion Torrent Proton sequencing; Whole exome of pathological prostate tissue from patient with prostate cancer."
"SRR8242162"	"Ion Torrent Proton sequencing; Whole exome of pathological prostate tissue from patient with prostate cancer."
"SRR8242160"	"Ion Torrent Proton sequencing; Whole exome of pathological prostate tissue from patient with prostate cancer."
"SRR8242158"	"Ion Torrent Proton sequencing; Whole exome of pathological prostate tissue from patient with prostate cancer."
"SRR8242155"	"Ion Torrent Proton sequencing; Whole exome of normal prostate tissue from patient with prostate cancer."
"SRR8242153"	"Ion Torrent Proton sequencing; Whole exome of pathological prostate tissue from patient with prostate cancer."
"SRR8242149"	"Ion Torrent Proton sequencing; Whole exome of pathological prostate tissue from patient with prostate cancer."
"SRR14684625"	"NextSeq 550 sequencing; WXS of homo sapiens: prostate cancer"
"SRR8242229"	"Ion Torrent Proton sequencing; Targeted DNA sequencing of pathological prostate tissue from patient with prostate cancer."
"SRR8242227"	"Ion Torrent Proton sequencing; Targeted DNA sequencing of pathological prostate tissue from patient with prostate cancer."
"SRR8242225"	"Ion Torrent Proton sequencing; Targeted DNA sequencing of pathological prostate tissue from patient with prostate cancer."
"SRR8242223"	"Ion Torrent Proton sequencing; Targeted DNA sequencing of normal prostate tissue from patient with prostate cancer."
"SRR8242221"	"Ion Torrent Proton sequencing; Targeted DNA sequencing of normal prostate tissue from patient with prostate cancer."
"SRR8242219"	"Ion Torrent Proton sequencing; Targeted DNA sequencing of normal prostate tissue from patient with prostate cancer."
"SRR8242217"	"Ion Torrent Proton sequencing; Targeted DNA sequencing of normal prostate tissue from patient with prostate cancer."
"SRR8242214"	"Ion Torrent Proton sequencing; Targeted DNA sequencing of pathological prostate tissue from patient with prostate cancer."
"SRR8242210"	"Ion Torrent Proton sequencing; Targeted DNA sequencing of normal prostate tissue from patient with prostate cancer."
"SRR1528802"	"Illumina HiSeq 2500 sequencing; Targeted DNA sequencing of human: prostate cancer prostate tumor: Sample LMG-890"
"SRR1528807"	"Illumina HiSeq 2500 sequencing; Targeted DNA sequencing of human: prostate cancer prostate tumor: Sample LMG-895"
"SRR8242228"	"Ion Torrent Proton sequencing; Targeted DNA sequencing of normal prostate tissue from patient with prostate cancer."
"SRR8242226"	"Ion Torrent Proton sequencing; Targeted DNA sequencing of normal prostate tissue from patient with prostate cancer."
"SRR8242224"	"Ion Torrent Proton sequencing; Targeted DNA sequencing of normal prostate tissue from patient with prostate cancer."
"SRR8242222"	"Ion Torrent Proton sequencing; Targeted DNA sequencing of pathological prostate tissue from patient with prostate cancer."
"SRR8242220"	"Ion Torrent Proton sequencing; Targeted DNA sequencing of pathological prostate tissue from patient with prostate cancer."
"SRR8242218"	"Ion Torrent Proton sequencing; Targeted DNA sequencing of pathological prostate tissue from patient with prostate cancer."
"SRR8242216"	"Ion Torrent Proton sequencing; Targeted DNA sequencing of pathological prostate tissue from patient with prostate cancer."
"SRR8242215"	"Ion Torrent Proton sequencing; Targeted DNA sequencing of normal prostate tissue from patient with prostate cancer."
"SRR8242211"	"Ion Torrent Proton sequencing; Targeted DNA sequencing of pathological prostate tissue from patient with prostate cancer."
"SRR8242208"	"Ion Torrent Proton sequencing; Targeted DNA sequencing of normal prostate tissue from patient with prostate cancer."
"SRR9110007"	"BGISEQ-500 sequencing; RNA-Seq of mus musculus prostate cancer"
"SRR9110006"	"BGISEQ-500 sequencing; RNA-Seq of mus musculus prostate cancer"
"SRR9110004"	"BGISEQ-500 sequencing; RNA-Seq of mus musculus prostate cancer"
"SRR9110002"	"BGISEQ-500 sequencing; RNA-Seq of mus musculus prostate cancer"
"SRR14684677"	"Illumina HiSeq 3000 sequencing; WXS of homo sapiens: prostate cancer"
"SRR12656963"	"NextSeq 500 sequencing; AVENIO Expanded on human cfDNA: prostate cancer"
"SRR9110005"	"BGISEQ-500 sequencing; RNA-Seq of mus musculus prostate cancer"
"SRR9110003"	"BGISEQ-500 sequencing; RNA-Seq of mus musculus prostate cancer"
"SRR14684679"	"Illumina HiSeq 3000 sequencing; WXS of homo sapiens: prostate cancer"
"SRR12656966"	"NextSeq 500 sequencing; AVENIO Expanded on human cfDNA: prostate cancer"
"SRR12656965"	"NextSeq 500 sequencing; AVENIO Expanded on human cfDNA: prostate cancer"
"SRR099584"	"Illumina Genome Analyzer II sequencing; Prostate Cancer Whole Genome Shotgun Sequencing"
"SRR10575178"	"Illumina MiSeq sequencing; Targeted sequencing of homo sapiens: prostate cancer B2"
"SRR10575184"	"Illumina HiSeq 4000 sequencing; WXS of homo sapiens: prostate cancer B2"
"SRR10575190"	"Illumina MiSeq sequencing; Targeted sequencing of homo sapiens: prostate cancer B1"
"SRR099804"	"Illumina Genome Analyzer II sequencing; Prostate Cancer Whole Genome Shotgun Sequencing"
"SRR6432732"	"HiSeq X Ten sequencing; Single Cell Genome Sequencing from Prostate Cancer"
"SRR6432730"	"HiSeq X Ten sequencing; Single Cell Genome Sequencing from Prostate Cancer"
"SRR6432729"	"HiSeq X Ten sequencing; Single Cell Genome Sequencing from Prostate Cancer"
"SRR6432728"	"HiSeq X Ten sequencing; Single Cell Genome Sequencing from Prostate Cancer"
"SRR6432726"	"HiSeq X Ten sequencing; Single Cell Genome Sequencing from Prostate Cancer"
"SRR6432724"	"HiSeq X Ten sequencing; Single Cell Genome Sequencing from Prostate Cancer"
"SRR6432722"	"HiSeq X Ten sequencing; Single Cell Genome Sequencing from Prostate Cancer"
"SRR6432720"	"HiSeq X Ten sequencing; Single Cell Genome Sequencing from Prostate Cancer"
"SRR6432718"	"HiSeq X Ten sequencing; Single Cell Genome Sequencing from Prostate Cancer"
"SRR6432716"	"HiSeq X Ten sequencing; Single Cell Genome Sequencing from Prostate Cancer"
"SRR6432714"	"HiSeq X Ten sequencing; Single Cell Genome Sequencing from Prostate Cancer"
"SRR6432712"	"HiSeq X Ten sequencing; Single Cell Genome Sequencing from Prostate Cancer"
"SRR10575179"	"Illumina MiSeq sequencing; Targeted sequencing of homo sapiens: prostate cancer B3"
"SRR10575183"	"Illumina HiSeq 4000 sequencing; WXS of homo sapiens: prostate cancer B1"
"SRR10575185"	"Illumina HiSeq 4000 sequencing; WXS of homo sapiens: prostate cancer B3"
"SRR10354107"	"Illumina HiSeq 2500 sequencing; Homo sapiens Transcriptome Prostate Cancer Systems Biology"
"SRR10354105"	"Illumina HiSeq 2500 sequencing; Homo sapiens Transcriptome Prostate Cancer Systems Biology"
"SRR10354103"	"Illumina HiSeq 2500 sequencing; Homo sapiens Transcriptome Prostate Cancer Systems Biology"
"SRR10354135"	"Illumina HiSeq 2500 sequencing; Homo sapiens Transcriptome Prostate Cancer Systems Biology"
"SRR10354134"	"Illumina HiSeq 2500 sequencing; Homo sapiens Transcriptome Prostate Cancer Systems Biology"
"SRR10354132"	"Illumina HiSeq 2500 sequencing; Homo sapiens Transcriptome Prostate Cancer Systems Biology"
