accession	description
"SRR10349855"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349853"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349852"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349849"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349847"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349845"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349843"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349841"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349839"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349838"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349836"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349834"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349831"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349829"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349827"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349825"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349823"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349821"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349820"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349819"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349816"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349813"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349812"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349809"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349807"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349804"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349802"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349799"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349798"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349796"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349701"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349699"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349639"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349637"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349634"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349631"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349629"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349627"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349625"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349623"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349621"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349620"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349618"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349616"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349614"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349612"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349610"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349608"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349606"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349793"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349791"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349789"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349787"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349785"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349783"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349781"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349779"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349777"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349775"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349772"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349770"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349768"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349766"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349764"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349762"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349761"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349759"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349696"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349694"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349692"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349690"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349688"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349686"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349684"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349680"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349678"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349676"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349675"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349673"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349756"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349754"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349752"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349750"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349748"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349746"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349744"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349742"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349741"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349739"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349737"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349735"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349734"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349733"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349731"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349729"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349727"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349725"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349723"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349721"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349719"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349716"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349713"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349711"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349709"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349707"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349705"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349703"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR2480681"	"454 GS FLX Titanium sequencing; Glioblastoma RIS Sequencing"
"SRR10349851"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349850"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349848"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349846"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349842"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349840"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349837"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349835"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349833"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349832"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349830"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349828"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349826"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349824"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349822"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349669"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349667"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349664"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349662"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349660"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349658"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349656"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349654"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349652"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349650"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349649"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349647"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349644"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349642"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349818"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349817"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349815"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349814"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349811"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349810"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349808"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349806"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349805"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349803"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349801"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349800"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349797"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349795"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR10349794"	"Illumina HiSeq 2000 sequencing; scRNA-seq of Glioblastoma"
"SRR14684638"	"Illumina HiSeq 3000 sequencing; WXS of homo sapiens: glioblastoma"
"DRR016537"	"Illumina Genome Analyzer IIx sequencing; Cdc42high C6 glioblastoma cell"
"DRR002382"	"Illumina Genome Analyzer IIx sequencing; Rac1high C6 glioblastoma cell_1"
"DRR002384"	"Illumina Genome Analyzer IIx sequencing; Rac1high C6 glioblastoma cell_2"
"DRR002383"	"Illumina Genome Analyzer IIx sequencing; Rac1low C6 glioblastoma cell_1"
"DRR002385"	"Illumina Genome Analyzer IIx sequencing; Rac1low C6 glioblastoma cell_2"
"SRR2481137"	"454 GS FLX Titanium sequencing; Glioblastoma Patient RIS Sequencing"
"SRR2481231"	"454 GS FLX Titanium sequencing; Glioblastoma Patient RIS Sequencing"
"SRR2481292"	"454 GS FLX Titanium sequencing; Glioblastoma Patient RIS Sequencing"
"SRR2481330"	"454 GS FLX Titanium sequencing; Glioblastoma Patient RIS Sequencing"
"SRR2481373"	"454 GS FLX Titanium sequencing; Glioblastoma Patient RIS Sequencing"
"SRR2481401"	"454 GS FLX Titanium sequencing; Glioblastoma Patient RIS Sequencing"
"SRR2481748"	"454 GS FLX Titanium sequencing; Glioblastoma Patient RIS Sequencing"
"SRR2481792"	"454 GS FLX Titanium sequencing; Glioblastoma Patient RIS Sequencing"
"SRR2481795"	"454 GS FLX Titanium sequencing; Glioblastoma Patient RIS Sequencing"
"SRR2481827"	"454 GS FLX Titanium sequencing; Glioblastoma Patient RIS Sequencing"
"SRR2481831"	"454 GS FLX Titanium sequencing; Glioblastoma Patient RIS Sequencing"
