accession	description
"SRR6335581"	"Illumina HiSeq 2000 sequencing; AR-ChIP-LNCaP"
"SRR6335580"	"Illumina HiSeq 2000 sequencing; AR-ChIP-LNCaP"
"SRR6335579"	"Illumina HiSeq 2000 sequencing; AR-ChIP-LNCaP"
"SRR6335578"	"Illumina HiSeq 2000 sequencing; AR-ChIP-LNCaP"
"SRR6335577"	"Illumina HiSeq 2000 sequencing; AR-ChIP-LNCaP"
"SRR6335576"	"Illumina HiSeq 2000 sequencing; AR-ChIP-LNCaP"
"SRR6335575"	"Illumina HiSeq 2000 sequencing; AR-ChIP-LNCaP"
"SRR6335574"	"Illumina HiSeq 2000 sequencing; AR-ChIP-LNCaP"
"SRR202065"	"Illumina Genome Analyzer II sequencing; GSM684592: LNCaP"
"SRR049132"	"Illumina Genome Analyzer sequencing; GSM353657: LNCaP 0h-R1881"
"SRR049134"	"Illumina Genome Analyzer sequencing; GSM353659: LNCaP 48h-R1881"
"SRR6749581"	"Illumina HiSeq 3000 sequencing; FOXA1 library, LNCaP, day28"
"SRR6749586"	"Illumina HiSeq 3000 sequencing; FOXA1 library, LNCaP, day0"
"SRR6749584"	"Illumina HiSeq 3000 sequencing; CTCF library, LNCaP, day0"
"SRR6749582"	"Illumina HiSeq 3000 sequencing; CTCF library, LNCaP, day28"
"SRR12125177"	"NextSeq 500 sequencing; LNCaP Total RNA rep 1"
"SRR12125176"	"NextSeq 500 sequencing; LNCaP Total RNA rep 2"
"SRR12125175"	"NextSeq 500 sequencing; LNCaP-abl IgG RIP-seq"
"SRR12125172"	"NextSeq 500 sequencing; LNCaP-95 IgG RIP-seq"
"SRR12125171"	"NextSeq 500 sequencing; LNCaP-abl IgG RIP-seq"
"SRR12125165"	"NextSeq 500 sequencing; LNCaP Total RNA rep 3"
"SRR12125154"	"NextSeq 500 sequencing; LNCaP-95 IgG RIP-seq"
"SRR358663"	"Illumina Genome Analyzer sequencing; GSM822388: LNCaP DHT DNaseI"
"SRR202071"	"Illumina Genome Analyzer II sequencing; GSM684598: LNCaP-2"
"SRR202073"	"Illumina Genome Analyzer II sequencing; GSM684600: LNCaP-4"
"SRR11148072"	"Illumina HiSeq 2000 sequencing; RNA-Seq of LNCaP"
"SRR11148071"	"Illumina HiSeq 2000 sequencing; RNA-Seq of LNCaP"
"SRR11148070"	"Illumina HiSeq 2000 sequencing; RNA-Seq of LNCaP"
"SRR049133"	"Illumina Genome Analyzer sequencing; GSM353658: LNCaP 24h-R1881"
"SRR202070"	"Illumina Genome Analyzer II sequencing; GSM684597: LNCaP-1"
"SRR202072"	"Illumina Genome Analyzer II sequencing; GSM684599: LNCaP-3"
"SRR358662"	"Illumina Genome Analyzer sequencing; GSM822387: LNCaP vehicle DNaseI"
"SRR358664"	"Illumina Genome Analyzer sequencing; GSM822388: LNCaP DHT DNaseI"
"SRR332242"	"Illumina Genome Analyzer IIx sequencing; GSM775364: LNCaP-AR_ChIPSeq"
"SRR12125160"	"NextSeq 500 sequencing; LNCaP-95 Total RNA rep 1"
"SRR12125159"	"NextSeq 500 sequencing; LNCaP-95 Total RNA rep 2"
"SRR12125158"	"NextSeq 500 sequencing; LNCaP-abl Total RNA rep 1"
"SRR12125157"	"NextSeq 500 sequencing; LNCaP-abl Total RNA rep 2"
"SRR10129026"	"AB 3730xL Genetic Analyzer sequencing; LNCaP 3&apos;RACE"
"SRR10129024"	"AB 3730xL Genetic Analyzer sequencing; LNCaP 3&apos;RACE"
"SRR10129022"	"AB 3730xL Genetic Analyzer sequencing; LNCaP 3&apos;RACE"
"SRR5974462"	"NextSeq 500 sequencing; GSM2753415: LNCaP; Homo sapiens; RNA-Seq"
"SRR4340982"	"Illumina HiSeq 2000 sequencing; LNCaP Targeted Genome Capture rep1"
"SRR4340983"	"Illumina HiSeq 2000 sequencing; LNCaP Targeted Genome Capture rep2"
"SRR10129019"	"AB 3730xL Genetic Analyzer sequencing; LNCaP 3&apos;RACE"
"SRR10129017"	"AB 3730xL Genetic Analyzer sequencing; LNCaP 3&apos;RACE"
"SRR10129016"	"AB 3730xL Genetic Analyzer sequencing; LNCaP 3&apos;RACE"
"SRR10129014"	"AB 3730xL Genetic Analyzer sequencing; LNCaP 3&apos;RACE"
"SRR10129013"	"AB 3730xL Genetic Analyzer sequencing; LNCaP 3&apos;RACE"
"SRR10129009"	"AB 3730xL Genetic Analyzer sequencing; LNCaP 3&apos;RACE"
"SRR10129007"	"AB 3730xL Genetic Analyzer sequencing; LNCaP 3&apos;RACE"
"SRR10129006"	"AB 3730xL Genetic Analyzer sequencing; LNCaP 3&apos;RACE"
"SRR10129005"	"AB 3730xL Genetic Analyzer sequencing; LNCaP 3&apos;RACE"
"SRR10129002"	"AB 3730xL Genetic Analyzer sequencing; LNCaP 3&apos;RACE"
"SRR10129000"	"AB 3730xL Genetic Analyzer sequencing; LNCaP 3&apos;RACE"
"SRR10128999"	"AB 3730xL Genetic Analyzer sequencing; LNCaP 3&apos;RACE"
"SRR10128998"	"AB 3730xL Genetic Analyzer sequencing; LNCaP 3&apos;RACE"
"SRR11148075"	"Illumina HiSeq 2000 sequencing; RNA-Seq of siIRF1 LNCaP"
"SRR11148074"	"Illumina HiSeq 2000 sequencing; RNA-Seq of siIRF1 LNCaP"
"SRR11148073"	"Illumina HiSeq 2000 sequencing; RNA-Seq of siIRF1 LNCaP"
"SRR7987124"	"NextSeq 500 sequencing; GSM3423998: LNCaP; Homo sapiens; ChIA-PET"
"SRR10129025"	"AB 3730xL Genetic Analyzer sequencing; LNCaP 3&apos;RACE"
"SRR10129023"	"AB 3730xL Genetic Analyzer sequencing; LNCaP 3&apos;RACE"
"SRR10129020"	"AB 3730xL Genetic Analyzer sequencing; LNCaP 3&apos;RACE"
"SRR10129018"	"AB 3730xL Genetic Analyzer sequencing; LNCaP 3&apos;RACE"
"SRR10129015"	"AB 3730xL Genetic Analyzer sequencing; LNCaP 3&apos;RACE"
"SRR10129012"	"AB 3730xL Genetic Analyzer sequencing; LNCaP 3&apos;RACE"
"SRR10129011"	"AB 3730xL Genetic Analyzer sequencing; LNCaP 3&apos;RACE"
"SRR10129010"	"AB 3730xL Genetic Analyzer sequencing; LNCaP 3&apos;RACE"
"SRR10129008"	"AB 3730xL Genetic Analyzer sequencing; LNCaP 3&apos;RACE"
"SRR10129004"	"AB 3730xL Genetic Analyzer sequencing; LNCaP 3&apos;RACE"
"SRR10129003"	"AB 3730xL Genetic Analyzer sequencing; LNCaP 3&apos;RACE"
"SRR10129001"	"AB 3730xL Genetic Analyzer sequencing; LNCaP 3&apos;RACE"
"SRR10128997"	"AB 3730xL Genetic Analyzer sequencing; LNCaP 3&apos;RACE"
"SRR10128996"	"AB 3730xL Genetic Analyzer sequencing; LNCaP 3&apos;RACE"
"SRR402879"	"Illumina Genome Analyzer IIx sequencing; Genome-wide DNA methylation data generated by MBD-isolated Genome Sequencing for prostate cell lines"
"SRR402880"	"Illumina Genome Analyzer IIx sequencing; Genome-wide DNA methylation data generated by MBD-isolated Genome Sequencing for prostate cell lines"
"SRR1168784"	"Illumina HiScanSQ sequencing; GSM1327873: LNCaP Input; Homo sapiens; ChIP-Seq"
"SRR1168785"	"Illumina HiScanSQ sequencing; GSM1327873: LNCaP Input; Homo sapiens; ChIP-Seq"
"SRR2501730"	"Illumina HiScanSQ sequencing; GSM1891820: LNCaP, TAmC-seq; Homo sapiens; OTHER"
"SRR073747"	"Illumina Genome Analyzer II paired end sequencing; GSM618487: LNCaP-CDS1_pe_rep1"
"SRR073749"	"Illumina Genome Analyzer II paired end sequencing; GSM618489: LNCaP-CDS3_pe_rep1"
"SRR5396633"	"Illumina HiSeq 2000 sequencing; RNA-seq of LNCaP cells NT"
"SRR191721"	"Illumina Genome Analyzer II sequencing; GSM715395: LNCaP Genomic Input sequencing"
"SRR191722"	"Illumina Genome Analyzer II sequencing; GSM715395: LNCaP Genomic Input sequencing"
"SRR122340"	"Illumina Genome Analyzer II sequencing; GSM686949: LNCAP-GroSeq-dht-siCTRL"
"SRR073748"	"Illumina Genome Analyzer II paired end sequencing; GSM618488: LNCaP-CDS2_pe_rep1"
"SRR1810100"	"Helicos HeliScope sequencing; GSM1613279: LNCaP 0h; Homo sapiens; RNA-Seq"
"SRR2012868"	"Illumina HiSeq 2000 sequencing; GSM1678007: Human-LnCap; Homo sapiens; OTHER"
"SRR5396632"	"Illumina HiSeq 2000 sequencing; RNA-seq of LNCaP cells NT"
"SRR10316461"	"Ion Torrent Proton sequencing; RNAseq of bicalutamide resistant LNCaP cells"
"SRR10317028"	"Ion Torrent Proton sequencing; RNAseq of bicalutamide resistant LNCaP cells"
"SRR10376759"	"Ion Torrent Proton sequencing; RNAseq of bicalutamide resistant LNCaP cells"
"SRR7987861"	"NextSeq 500 sequencing; GSM3424004: LNCaP Input; Homo sapiens; ChIP-Seq"
"SRR122339"	"Illumina Genome Analyzer II sequencing; GSM686948: LNCAP-GroSeq-vehicle-siCTRL"
"SRR122341"	"Illumina Genome Analyzer II sequencing; GSM686950: LNCAP-GroSeq-dht-siFoxA1"
"SRR11638433"	"Illumina HiSeq 3000 sequencing; GSM4473376: LNCaP; Homo sapiens; RNA-Seq"
"SRR11743336"	"HiSeq X Five sequencing; LNCaP cells treated with DMSO-2"
"SRR7039148"	"Illumina HiSeq 2500 sequencing; GSM3104386: LNCaP; Homo sapiens; RNA-Seq"
"SRR13036640"	"Illumina HiSeq 2500 sequencing; GSM4904539: LNCaP miCLIP; Homo sapiens; OTHER"
"SRR11743337"	"HiSeq X Five sequencing; LNCaP cells treated with DMSO-1"
"SRR8980031"	"NextSeq 500 sequencing; GSM3737430: LnCAP-Scr; Homo sapiens; RNA-Seq"
"SRR1572006"	"Illumina HiScanSQ sequencing; GSM1501192: LNCaP Input; Homo sapiens; ChIP-Seq"
"SRR3036638"	"Illumina MiSeq sequencing; RNA-Seq of human cell lines:LNCaP"
"SRR3036649"	"Illumina MiSeq sequencing; RNA-Seq of human cell lines:LNCaP"
"SRR3036660"	"Illumina MiSeq sequencing; RNA-Seq of human cell lines:LNCaP"
"SRR3036666"	"Illumina MiSeq sequencing; RNA-Seq of human cell lines:LNCaP"
"SRR3036667"	"Illumina MiSeq sequencing; RNA-Seq of human cell lines:LNCaP"
"SRR3036668"	"Illumina MiSeq sequencing; RNA-Seq of human cell lines:LNCaP"
"SRR3036669"	"Illumina MiSeq sequencing; RNA-Seq of human cell lines:LNCaP"
"SRR3036670"	"Illumina MiSeq sequencing; RNA-Seq of human cell lines:LNCaP"
"SRR10317042"	"Ion Torrent Proton sequencing; RNAseq of bicalutamide resistant LNCaP cells"
"SRR7987863"	"NextSeq 500 sequencing; GSM3424005: LNCaP AR; Homo sapiens; ChIP-Seq"
"SRR4174983"	"Illumina HiSeq 2500 sequencing; GSM2302966: LnCap DMSO_input; Homo sapiens; ChIP-Seq"
"SRR9116844"	"Illumina HiSeq 2500 sequencing; GSM3814765: LNCaP NSPsiRNA_Ctrl1; Homo sapiens; RNA-Seq"
"SRR9116846"	"Illumina HiSeq 2500 sequencing; GSM3814767: LNCaP NSPsiRNA_Ctrl3; Homo sapiens; RNA-Seq"
"SRR9116848"	"Illumina HiSeq 2500 sequencing; GSM3814769: LNCaP NSPsiRNA_DHT2; Homo sapiens; RNA-Seq"
"SRR9116851"	"Illumina HiSeq 2500 sequencing; GSM3814772: LNCaP PXNsiRNA_Ctrl2; Homo sapiens; RNA-Seq"
"SRR9116853"	"Illumina HiSeq 2500 sequencing; GSM3814774: LNCaP PXNsiRNA_DHT1; Homo sapiens; RNA-Seq"
"SRR9116854"	"Illumina HiSeq 2500 sequencing; GSM3814775: LNCaP PXNsiRNA_DHT2; Homo sapiens; RNA-Seq"
"SRR7430595"	"NextSeq 500 sequencing; GSM3223720: LNCaP ERG BAF155; Homo sapiens; ChIP-Seq"
"SRR7430597"	"NextSeq 500 sequencing; GSM3223722: LNCaP Empty AR; Homo sapiens; ChIP-Seq"
"SRR7430600"	"NextSeq 500 sequencing; GSM3223725: LNCaP ERG H3K27ac; Homo sapiens; ChIP-Seq"
"SRR7430602"	"NextSeq 500 sequencing; GSM3223727: LNCaP ERG H3K27me3; Homo sapiens; ChIP-Seq"
"SRR7430604"	"NextSeq 500 sequencing; GSM3223729: LNCaP ERG Input; Homo sapiens; ChIP-Seq"
"SRR1810087"	"Helicos HeliScope sequencing; GSM1613266: LNCaP 3h rep1; Homo sapiens; RNA-Seq"
"SRR1810088"	"Helicos HeliScope sequencing; GSM1613267: LNCaP 6h rep1; Homo sapiens; RNA-Seq"
"SRR1810089"	"Helicos HeliScope sequencing; GSM1613268: LNCaP 12h rep1; Homo sapiens; RNA-Seq"
"SRR1810091"	"Helicos HeliScope sequencing; GSM1613270: LNCaP 48h rep1; Homo sapiens; RNA-Seq"
"SRR1810093"	"Helicos HeliScope sequencing; GSM1613272: LNCaP 0h rep2; Homo sapiens; RNA-Seq"
"SRR1810095"	"Helicos HeliScope sequencing; GSM1613274: LNCaP 6h rep2; Homo sapiens; RNA-Seq"
"SRR1810097"	"Helicos HeliScope sequencing; GSM1613276: LNCaP 18h rep2; Homo sapiens; RNA-Seq"
"SRR1810101"	"Helicos HeliScope sequencing; GSM1613280: LNCaP Ethanol  6h; Homo sapiens; RNA-Seq"
"SRR1810105"	"Helicos HeliScope sequencing; GSM1613284: LNCaP Ethanol 24h; Homo sapiens; RNA-Seq"
"SRR1810106"	"Helicos HeliScope sequencing; GSM1613285: LNCaP DHT 24h; Homo sapiens; RNA-Seq"
"SRR1810108"	"Helicos HeliScope sequencing; GSM1613287: LNCaP Bicaltamide 24h; Homo sapiens; RNA-Seq"
"SRR2566803"	"Illumina HiSeq 2500 sequencing; GSM1902607: HiC LNCaP rep1.1; Homo sapiens; OTHER"
"SRR2566805"	"Illumina HiSeq 2500 sequencing; GSM1902609: HiC LNCaP rep3.1; Homo sapiens; OTHER"
"SRR2566807"	"Illumina HiSeq 2500 sequencing; GSM1902611: HiC LNCaP rep2.2; Homo sapiens; OTHER"
"SRR2566809"	"Illumina HiSeq 2500 sequencing; GSM1902613: HiC LNCaP rep4; Homo sapiens; OTHER"
"SRR2566810"	"Illumina HiSeq 2500 sequencing; GSM1902614: HiC LNCaP rep5; Homo sapiens; OTHER"
"SRR6380216"	"Illumina HiScanSQ sequencing; GSM2891163: LNCaP TRIM28 + Ethl; Homo sapiens; ChIP-Seq"
"SRR7628249"	"Illumina HiSeq 2000 sequencing; GSM3315356: LNCaP-EV2; Homo sapiens; RNA-Seq"
"SRR4025901"	"Illumina HiSeq 2000 sequencing; GSM2277143: LNCaP/AR_Vec_CSS_Day9_Rep2; Homo sapiens; RNA-Seq"
"SRR4025904"	"Illumina HiSeq 2000 sequencing; GSM2277146: LNCaP/AR_HNF4G_CSS_Day32_Rep1; Homo sapiens; RNA-Seq"
"SRR4025905"	"Illumina HiSeq 2000 sequencing; GSM2277147: LNCaP/AR_HNF4G_CSS_Day32_Rep2; Homo sapiens; RNA-Seq"
"SRR6936853"	"Illumina HiSeq 2500 sequencing; GSM3076093: LNCaP: MYC_1; Homo sapiens; ChIP-Seq"
"SRR6936859"	"Illumina HiSeq 2500 sequencing; GSM3076099: LNCaP: input_DNA_control; Homo sapiens; ChIP-Seq"
"SRR13061308"	"Illumina HiSeq 4000 sequencing; GSM4908719: LNCaP-M1E10; Homo sapiens; Hi-C"
"SRR7628248"	"Illumina HiSeq 2000 sequencing; GSM3315355: LNCaP-EV1; Homo sapiens; RNA-Seq"
"SRR11831675"	"Illumina HiSeq 4000 sequencing; GSM4565634: starrseq-lncap-lib; Homo sapiens; OTHER"
"SRR12125169"	"NextSeq 500 sequencing; LNCaP IgG RIP-seq 1 hr xlink rep1"
"SRR12125168"	"NextSeq 500 sequencing; LNCaP IgG RIP-seq 1 hr xlink rep2"
"SRR12125167"	"NextSeq 500 sequencing; LNCaP IgG RIP-seq 3 hr xlink rep1"
"SRR12125166"	"NextSeq 500 sequencing; LNCaP IgG RIP-seq 3 hr xlink rep2"
"SRR12125164"	"NextSeq 500 sequencing; LNCaP ORF1p RIP-seq 1 hr xlink rep1"
"SRR12125163"	"NextSeq 500 sequencing; LNCaP ORF1p RIP-seq 1 hr xlink rep2"
"SRR12125162"	"NextSeq 500 sequencing; LNCaP ORF1p RIP-seq 3 hr xlink rep1"
"SRR12125161"	"NextSeq 500 sequencing; LNCaP ORF1p RIP-seq 3 hr xlink rep2"
"SRR2566804"	"Illumina HiSeq 2500 sequencing; GSM1902608: HiC LNCaP rep2.1; Homo sapiens; OTHER"
"SRR2566806"	"Illumina HiSeq 2500 sequencing; GSM1902610: HiC LNCaP rep1.2; Homo sapiens; OTHER"
"SRR2566808"	"Illumina HiSeq 2500 sequencing; GSM1902612: HiC LNCaP rep3.2; Homo sapiens; OTHER"
"SRR3234481"	"Illumina HiScanSQ sequencing; GSM2092846: LNCaP GIPZ Input; Homo sapiens; ChIP-Seq"
"SRR068928"	"Illumina Genome Analyzer II sequencing; GSM605081: LNCaP MBDCap-SF (lane 2)"
"SRR7656030"	"NextSeq 500 sequencing; GSM3323535: LNCaP-DHT-DMSO_BRD4; Homo sapiens; ChIP-Seq"
"SRR7656034"	"NextSeq 500 sequencing; GSM3323539: LNCaP-DHT-DMSO_H3K27Ac; Homo sapiens; ChIP-Seq"
"SRR122337"	"Illumina Genome Analyzer II sequencing; GSM686947: LNCaP-input-dht-ChIP-Seq"
"SRR122338"	"Illumina Genome Analyzer II sequencing; GSM686947: LNCaP-input-dht-ChIP-Seq"
"SRR7179622"	"NextSeq 500 sequencing; GSM3145602: LNCaP [RNA-seq]; Homo sapiens; RNA-Seq"
"SRR073746"	"Illumina Genome Analyzer II paired end sequencing; GSM618486: LNCaP-CDS-parent_pe_rep1"
"SRR1810086"	"Helicos HeliScope sequencing; GSM1613265: LNCaP 0h rep1; Homo sapiens; RNA-Seq"
"SRR1810090"	"Helicos HeliScope sequencing; GSM1613269: LNCaP 18h rep1; Homo sapiens; RNA-Seq"
"SRR1810092"	"Helicos HeliScope sequencing; GSM1613271: LNCaP 72h rep1; Homo sapiens; RNA-Seq"
"SRR1810094"	"Helicos HeliScope sequencing; GSM1613273: LNCaP 3h rep2; Homo sapiens; RNA-Seq"
"SRR1810096"	"Helicos HeliScope sequencing; GSM1613275: LNCaP 12h rep2; Homo sapiens; RNA-Seq"
"SRR1810098"	"Helicos HeliScope sequencing; GSM1613277: LNCaP 48h rep2; Homo sapiens; RNA-Seq"
"SRR1810099"	"Helicos HeliScope sequencing; GSM1613278: LNCaP 72h rep2; Homo sapiens; RNA-Seq"
"SRR1810102"	"Helicos HeliScope sequencing; GSM1613281: LNCaP DHT 6h; Homo sapiens; RNA-Seq"
"SRR1810104"	"Helicos HeliScope sequencing; GSM1613283: LNCaP Bicaltamide 6h; Homo sapiens; RNA-Seq"
"SRR4174981"	"Illumina HiSeq 2500 sequencing; GSM2302964: LnCap DMSO_IP_AR_N20; Homo sapiens; ChIP-Seq"
"SRR4174982"	"Illumina HiSeq 2500 sequencing; GSM2302965: LnCap DMSO_IP_AR_3279.4; Homo sapiens; ChIP-Seq"
"SRR4174985"	"Illumina HiSeq 2500 sequencing; GSM2302967: LnCap DHT_100nM_IP_AR_N20; Homo sapiens; ChIP-Seq"
"SRR4174987"	"Illumina HiSeq 2500 sequencing; GSM2302968: LnCap DHT_100nM_IP_AR_3279.4; Homo sapiens; ChIP-Seq"
"SRR4174989"	"Illumina HiSeq 2500 sequencing; GSM2302969: LnCap DHT_100nM_input; Homo sapiens; ChIP-Seq"
"SRR7656033"	"NextSeq 500 sequencing; GSM3323538: LNCaP-DHT-Enz_BRD4; Homo sapiens; ChIP-Seq"
"SRR10801336"	"NextSeq 500 sequencing; GSM4238088: LNCaP replicate 2; Homo sapiens; RNA-Seq"
"SRR10801337"	"NextSeq 500 sequencing; GSM4238089: LNCaP replicate 3; Homo sapiens; RNA-Seq"
"SRR3022547"	"Illumina HiSeq 2500 sequencing; methylation sequences of androgen-dependent LNCaP cell"
"SRR6936852"	"Illumina HiSeq 2500 sequencing; GSM3076092: LNCaP: IgG_1; Homo sapiens; ChIP-Seq"
"SRR6936854"	"Illumina HiSeq 2500 sequencing; GSM3076094: LNCaP: MYC_2; Homo sapiens; ChIP-Seq"
"SRR6936855"	"Illumina HiSeq 2500 sequencing; GSM3076095: LNCaP: MYC_3; Homo sapiens; ChIP-Seq"
"SRR10801335"	"NextSeq 500 sequencing; GSM4238087: LNCaP replicate 1; Homo sapiens; RNA-Seq"
"SRR7146983"	"Illumina HiSeq 2500 sequencing; GSM3139595: LNCaP cells; Homo sapiens; RNA-Seq"
"SRR9047568"	"Illumina HiSeq 2500 sequencing; GSM3763133: LNCaP-OMNI_rep1; Homo sapiens; ATAC-seq"
"SRR9047570"	"Illumina HiSeq 2500 sequencing; GSM3763135: LNCaP-OMNI_rep2; Homo sapiens; ATAC-seq"
"SRR7430591"	"NextSeq 500 sequencing; GSM3223716: LNCaP Empty ERG; Homo sapiens; ChIP-Seq"
"SRR7430592"	"NextSeq 500 sequencing; GSM3223717: LNCaP ERG ERG; Homo sapiens; ChIP-Seq"
"SRR7430594"	"NextSeq 500 sequencing; GSM3223719: LNCaP Empty BAF155; Homo sapiens; ChIP-Seq"
"SRR7430598"	"NextSeq 500 sequencing; GSM3223723: LNCaP ERG AR; Homo sapiens; ChIP-Seq"
"SRR7430599"	"NextSeq 500 sequencing; GSM3223724: LNCaP Empty H3K27ac; Homo sapiens; ChIP-Seq"
"SRR7430601"	"NextSeq 500 sequencing; GSM3223726: LNCaP Empty H3K27me3; Homo sapiens; ChIP-Seq"
"SRR7430603"	"NextSeq 500 sequencing; GSM3223728: LNCaP Empty Input; Homo sapiens; ChIP-Seq"
"SRR8980030"	"NextSeq 500 sequencing; GSM3737429: LnCAP-GLYATL1-sh1; Homo sapiens; RNA-Seq"
"SRR4025900"	"Illumina HiSeq 2000 sequencing; GSM2277142: LNCaP/AR_Vec_CSS_Day9_Rep1; Homo sapiens; RNA-Seq"
"SRR4025902"	"Illumina HiSeq 2000 sequencing; GSM2277144: LNCaP/AR_HNF4G_CSS_Day9_Rep1; Homo sapiens; RNA-Seq"
"SRR4025903"	"Illumina HiSeq 2000 sequencing; GSM2277145: LNCaP/AR_HNF4G_CSS_Day9_Rep2; Homo sapiens; RNA-Seq"
"SRR4340984"	"Illumina HiSeq 2000 sequencing; LNCaP + TNF 48hr Targeted Genome Capture rep9"
"SRR4340985"	"Illumina HiSeq 2000 sequencing; LNCaP + TNF 48hr Targeted Genome Capture rep10"
"SRR4340986"	"Illumina HiSeq 2000 sequencing; LNCaP + TNF 48hr Targeted Genome Capture rep11"
"SRR4340987"	"Illumina HiSeq 2000 sequencing; LNCaP + TNF 72hr Targeted Genome Capture rep1"
"SRR4340988"	"Illumina HiSeq 2000 sequencing; LNCaP + TNF 72hr Targeted Genome Capture rep2"
"SRR4340989"	"Illumina HiSeq 2000 sequencing; LNCaP + TNF 96hr Targeted Genome Capture rep1"
"SRR4340990"	"Illumina HiSeq 2000 sequencing; LNCaP + TNF 96hr Targeted Genome Capture rep2"
"SRR4340994"	"Illumina HiSeq 2000 sequencing; LNCaP + TNF 48hr Targeted Genome Capture rep1"
"SRR4341005"	"Illumina HiSeq 2000 sequencing; LNCaP + TNF 48hr Targeted Genome Capture rep2"
"SRR4341007"	"Illumina HiSeq 2000 sequencing; LNCaP + TNF 48hr Targeted Genome Capture rep3"
"SRR4341010"	"Illumina HiSeq 2000 sequencing; LNCaP + TNF 48hr Targeted Genome Capture rep6"
"SRR4341012"	"Illumina HiSeq 2000 sequencing; LNCaP + TNF 48hr Targeted Genome Capture rep8"
"SRR9969927"	"Illumina HiSeq 4000 sequencing; RNA-seq of LNCaP/Control Rep 3"
"SRR9969922"	"Illumina HiSeq 2500 sequencing; RNA-seq of LNCaP/Control Rep 2"
"SRR9969912"	"Illumina HiSeq 2500 sequencing; RNA-seq of LNCaP/Control Rep 1"
"SRR11615537"	"Illumina HiSeq 2500 sequencing; GSM4501213: LNCaP TM_6C; Homo sapiens; RNA-Seq"
"SRR11615539"	"Illumina HiSeq 2500 sequencing; GSM4501215: LNCaP TM_9B; Homo sapiens; RNA-Seq"
"SRR11615540"	"Illumina HiSeq 2500 sequencing; GSM4501216: LNCaP TM_9C; Homo sapiens; RNA-Seq"
"SRR11615542"	"Illumina HiSeq 2500 sequencing; GSM4501218: LNCaP TM_12B; Homo sapiens; RNA-Seq"
"SRR11615545"	"Illumina HiSeq 2500 sequencing; GSM4501221: LNCaP TM_24B; Homo sapiens; RNA-Seq"
"SRR11615547"	"Illumina HiSeq 2500 sequencing; GSM4501223: LNCaP TW_0A; Homo sapiens; RNA-Seq"
"SRR11615548"	"Illumina HiSeq 2500 sequencing; GSM4501224: LNCaP TW_0B; Homo sapiens; RNA-Seq"
"SRR11615550"	"Illumina HiSeq 2500 sequencing; GSM4501226: LNCaP TW_3A; Homo sapiens; RNA-Seq"
"SRR11615553"	"Illumina HiSeq 2500 sequencing; GSM4501229: LNCaP TW_6A; Homo sapiens; RNA-Seq"
"SRR11615554"	"Illumina HiSeq 2500 sequencing; GSM4501230: LNCaP TW_6B; Homo sapiens; RNA-Seq"
"SRR11615556"	"Illumina HiSeq 2500 sequencing; GSM4501232: LNCaP TW_9A; Homo sapiens; RNA-Seq"
