accession	description
"SRR5388818"	"Illumina HiSeq 4000 sequencing; GSM2559631: 22Rv1-R; Homo sapiens; RNA-Seq"
"SRR7750503"	"Illumina NovaSeq 6000 sequencing; GSM3356490: 22RV1 Vector H2O2; Homo sapiens; RNA-Seq"
"SRR10084493"	"NextSeq 500 sequencing; GSM4066531: 22RV1 miR-194_Replicate 3; Homo sapiens; RNA-Seq"
"SRR10084494"	"NextSeq 500 sequencing; GSM4066532: 22RV1 miR-194_Replicate 4; Homo sapiens; RNA-Seq"
"SRR10084496"	"NextSeq 500 sequencing; GSM4066534: 22RV1 Negative Control_Replicate 2; Homo sapiens; RNA-Seq"
"SRR10084497"	"NextSeq 500 sequencing; GSM4066535: 22RV1 Negative Control_Replicate 3; Homo sapiens; RNA-Seq"
"SRR10084498"	"NextSeq 500 sequencing; GSM4066536: 22RV1 Negative Control_Replicate 4; Homo sapiens; RNA-Seq"
"SRR10084491"	"NextSeq 500 sequencing; GSM4066529: 22RV1 miR-194_Replicate 1; Homo sapiens; RNA-Seq"
"SRR10084492"	"NextSeq 500 sequencing; GSM4066530: 22RV1 miR-194_Replicate 2; Homo sapiens; RNA-Seq"
"SRR10084495"	"NextSeq 500 sequencing; GSM4066533: 22RV1 Negative Control_Replicate 1; Homo sapiens; RNA-Seq"
"SRR8311380"	"Illumina HiSeq 2500 sequencing; GSM3508094: 22rv1-parental-armilli; Homo sapiens; ChIP-Seq"
"SRR8311402"	"Illumina HiSeq 2500 sequencing; GSM3508116: 22rv1-parental-tle3; Homo sapiens; ChIP-Seq"
"SRR8311414"	"Illumina HiSeq 2500 sequencing; GSM3508128: 22rv1-parental-rep2; Homo sapiens; RNA-Seq"
"SRR7536849"	"Illumina HiSeq 2500 sequencing; GSM3290796: 22Rv1-xeno_N-Myc_Castrated_Input_2; Homo sapiens; ChIP-Seq"
"SRR7536851"	"Illumina HiSeq 2500 sequencing; GSM3290798: 22Rv1-xeno_N-Myc_Castrated_NMYC_IP_2; Homo sapiens; ChIP-Seq"
"SRR7536853"	"Illumina HiSeq 2500 sequencing; GSM3290800: 22Rv1-xeno_N-Myc_Intact_Input_2; Homo sapiens; ChIP-Seq"
"SRR7536855"	"Illumina HiSeq 2500 sequencing; GSM3290802: 22Rv1-xeno_N-Myc_Intact_NMYC_IP_2; Homo sapiens; ChIP-Seq"
"SRR5441728"	"Illumina HiSeq 3000 sequencing; GSM2571992: 22RV1-Input-1; Homo sapiens; ChIP-Seq"
"SRR5441729"	"Illumina HiSeq 3000 sequencing; GSM2571993: 22RV1-Input-2; Homo sapiens; ChIP-Seq"
"SRR8949975"	"NextSeq 500 sequencing; GSM3734771: 22RV1-DHT-ABBV-075_BRD4; Homo sapiens; ChIP-Seq"
"SRR8949978"	"NextSeq 500 sequencing; GSM3734774: 22RV1-DHT-DMSO-input; Homo sapiens; ChIP-Seq"
"SRR7750505"	"Illumina NovaSeq 6000 sequencing; GSM3356492: 22RV1 PAGE4 H2O2; Homo sapiens; RNA-Seq"
"SRR7161101"	"NextSeq 500 sequencing; GSM3140980: Brg1 22Rv1 Replicate B; Homo sapiens; RIP-Seq"
"SRR7161104"	"NextSeq 500 sequencing; GSM3140983: IgG 22Rv1 Replicate A; Homo sapiens; RIP-Seq"
"SRR7161106"	"NextSeq 500 sequencing; GSM3140985: IgG 22Rv1 Replicate C; Homo sapiens; RIP-Seq"
"SRR7161109"	"NextSeq 500 sequencing; GSM3140988: Input 22Rv1 Replicate A; Homo sapiens; RIP-Seq"
"SRR7161110"	"NextSeq 500 sequencing; GSM3140989: Input 22Rv1 Replicate B; Homo sapiens; RIP-Seq"
"SRR7161113"	"NextSeq 500 sequencing; GSM3140992: Sfpq 22Rv1 Replicate A; Homo sapiens; RIP-Seq"
"SRR7161114"	"NextSeq 500 sequencing; GSM3140993: Sfpq 22Rv1 Replicate B; Homo sapiens; RIP-Seq"
"SRR8949976"	"NextSeq 500 sequencing; GSM3734772: 22RV1-DHT-ABBV-744_BRD4; Homo sapiens; ChIP-Seq"
"SRR7161100"	"NextSeq 500 sequencing; GSM3140979: Brg1 22Rv1 Replicate A; Homo sapiens; RIP-Seq"
"SRR7161105"	"NextSeq 500 sequencing; GSM3140984: IgG 22Rv1 Replicate B; Homo sapiens; RIP-Seq"
"SRR8311412"	"Illumina HiSeq 2500 sequencing; GSM3508126: 22rv1-parental-rep1; Homo sapiens; RNA-Seq"
"SRR5441726"	"Illumina HiSeq 3000 sequencing; GSM2571990: 22RV1-OC2-1; Homo sapiens; ChIP-Seq"
"SRR5441727"	"Illumina HiSeq 3000 sequencing; GSM2571991: 22RV1-OC2-2; Homo sapiens; ChIP-Seq"
"SRR537082"	"Illumina Genome Analyzer IIx sequencing; GSM984403: 22RV1 input; Homo sapiens; ChIP-Seq"
"SRR4340792"	"NextSeq 500 sequencing; GSM2333831: NAF+LO(22RV1)-1; Homo sapiens; RNA-Seq"
"SRR4340793"	"NextSeq 500 sequencing; GSM2333832: NAF+LO(22RV1)-2; Homo sapiens; RNA-Seq"
"SRR5388821"	"Illumina HiSeq 4000 sequencing; GSM2559634: 22Rv1-RED-6h; Homo sapiens; RNA-Seq"
"SRR5388823"	"Illumina HiSeq 4000 sequencing; GSM2559636: 22Rv1-297-6h; Homo sapiens; RNA-Seq"
"SRR5388825"	"Illumina HiSeq 4000 sequencing; GSM2559638: 22Rv1-335-6h; Homo sapiens; RNA-Seq"
"SRR7536848"	"Illumina HiSeq 2500 sequencing; GSM3290795: 22Rv1-xeno_N-Myc_Castrated_Input_1; Homo sapiens; ChIP-Seq"
"SRR7536850"	"Illumina HiSeq 2500 sequencing; GSM3290797: 22Rv1-xeno_N-Myc_Castrated_NMYC_IP_1; Homo sapiens; ChIP-Seq"
"SRR7536852"	"Illumina HiSeq 2500 sequencing; GSM3290799: 22Rv1-xeno_N-Myc_Intact_Input_1; Homo sapiens; ChIP-Seq"
"SRR7536854"	"Illumina HiSeq 2500 sequencing; GSM3290801: 22Rv1-xeno_N-Myc_Intact_NMYC_IP_1; Homo sapiens; ChIP-Seq"
"SRR5388820"	"Illumina HiSeq 4000 sequencing; GSM2559633: 22Rv1-RED-2h; Homo sapiens; RNA-Seq"
"SRR5388822"	"Illumina HiSeq 4000 sequencing; GSM2559635: 22Rv1-297-2h; Homo sapiens; RNA-Seq"
"SRR5388824"	"Illumina HiSeq 4000 sequencing; GSM2559637: 22Rv1-335-2h; Homo sapiens; RNA-Seq"
"SRR5120471"	"Illumina HiSeq 2000 sequencing; GSM2432777: 22RV1 + DHT [RNA-seq]; Homo sapiens; RNA-Seq"
"SRR5120472"	"Illumina HiSeq 2000 sequencing; GSM2432779: 22RV1-control [RNA-seq]; Homo sapiens; RNA-Seq"
"SRR11943593"	"Illumina HiSeq 2500 sequencing; GSM4594291: 22Rv1 cells, Control Rep1; Homo sapiens; RNA-Seq"
"SRR11943595"	"Illumina HiSeq 2500 sequencing; GSM4594292: 22Rv1 cells, Control Rep2; Homo sapiens; RNA-Seq"
"SRR11943597"	"Illumina HiSeq 2500 sequencing; GSM4594293: 22Rv1 cells, Control Rep3; Homo sapiens; RNA-Seq"
"SRR11943599"	"Illumina HiSeq 2500 sequencing; GSM4594294: 22Rv1 cells, OE Rep1; Homo sapiens; RNA-Seq"
"SRR11943601"	"Illumina HiSeq 2500 sequencing; GSM4594295: 22Rv1 cells, OE Rep2; Homo sapiens; RNA-Seq"
"SRR11943602"	"Illumina HiSeq 2500 sequencing; GSM4594295: 22Rv1 cells, OE Rep2; Homo sapiens; RNA-Seq"
"SRR11943604"	"Illumina HiSeq 2500 sequencing; GSM4594296: 22Rv1 cells, OE Rep3; Homo sapiens; RNA-Seq"
"SRR9108938"	"Illumina HiSeq 2500 sequencing; Cytoplasmic polyA RNA-Seq of 22Rv1 prostate cancer cells"
"SRR5211007"	"Illumina HiSeq 2500 sequencing; GSM2471432: 22Rv1 DHT RIP input; Homo sapiens; RIP-Seq"
"SRR5211009"	"Illumina HiSeq 2500 sequencing; GSM2471434: 22Rv1 DHT PSF-RIP; Homo sapiens; RIP-Seq"
"SRR9108941"	"Illumina HiSeq 2500 sequencing; Nuclear polyA RNA-Seq of 22Rv1 prostate cancer cells"
"SRR9108937"	"Illumina HiSeq 2500 sequencing; Cytoplasmic polyA RNA-Seq of 22Rv1 prostate cancer cells"
"SRR8311377"	"Illumina HiSeq 2500 sequencing; GSM3508091: 22rv1-crispr-#57-armilli; Homo sapiens; ChIP-Seq"
"SRR8311386"	"Illumina HiSeq 2500 sequencing; GSM3508100: 22rv1-crispr-#36-armilli; Homo sapiens; ChIP-Seq"
"SRR8311405"	"Illumina HiSeq 2500 sequencing; GSM3508119: 22rv1-crispr-#36-tle3; Homo sapiens; ChIP-Seq"
"SRR8311413"	"Illumina HiSeq 2500 sequencing; GSM3508127: 22rv1-crispr-#57-rep1; Homo sapiens; RNA-Seq"
"SRR8311415"	"Illumina HiSeq 2500 sequencing; GSM3508129: 22rv1-crispr-#57-rep2; Homo sapiens; RNA-Seq"
"SRR8311417"	"Illumina HiSeq 2500 sequencing; GSM3508131: 22rv1-crispr-#wt3-rep1; Homo sapiens; RNA-Seq"
"SRR8311418"	"Illumina HiSeq 2500 sequencing; GSM3508132: 22rv1-crispr-#wt2-rep2; Homo sapiens; RNA-Seq"
"SRR8311420"	"Illumina HiSeq 2500 sequencing; GSM3508134: 22rv1-sinc-72h-rep1; Homo sapiens; RNA-Seq"
"SRR8311422"	"Illumina HiSeq 2500 sequencing; GSM3508136: 22rv1-sitle3-72h-rep1; Homo sapiens; RNA-Seq"
"SRR6873037"	"Illumina HiSeq 2500 sequencing; GSM3058128: 22Rv1-H3K4me3-ChIP-seq; Homo sapiens; ChIP-Seq"
"SRR9298886"	"Illumina HiSeq 4000 sequencing; GSM3890680: CWR-22Rv1 input DNA; Homo sapiens; ChIP-Seq"
"SRR6873036"	"Illumina HiSeq 2500 sequencing; GSM3058127: 22Rv1-H3K4me1-ChIP-seq; Homo sapiens; ChIP-Seq"
"SRR5974460"	"NextSeq 500 sequencing; GSM2753413: 22RV1 BETi Resistant Pool 1; Homo sapiens; RNA-Seq"
"SRR11943594"	"Illumina HiSeq 2500 sequencing; GSM4594291: 22Rv1 cells, Control Rep1; Homo sapiens; RNA-Seq"
"SRR11943596"	"Illumina HiSeq 2500 sequencing; GSM4594292: 22Rv1 cells, Control Rep2; Homo sapiens; RNA-Seq"
"SRR11943598"	"Illumina HiSeq 2500 sequencing; GSM4594293: 22Rv1 cells, Control Rep3; Homo sapiens; RNA-Seq"
"SRR11943600"	"Illumina HiSeq 2500 sequencing; GSM4594294: 22Rv1 cells, OE Rep1; Homo sapiens; RNA-Seq"
"SRR11943603"	"Illumina HiSeq 2500 sequencing; GSM4594296: 22Rv1 cells, OE Rep3; Homo sapiens; RNA-Seq"
"SRR537067"	"Illumina Genome Analyzer IIx sequencing; GSM984389: 22RV1 AR vehicle; Homo sapiens; ChIP-Seq"
"SRR537068"	"Illumina Genome Analyzer IIx sequencing; GSM984390: 22RV1 AR treated; Homo sapiens; ChIP-Seq"
"SRR8668916"	"Illumina HiSeq 4000 sequencing; GSM3639713: 22Rv1 shNT, Replicate 3; Homo sapiens; RNA-Seq"
"SRR8668917"	"Illumina HiSeq 4000 sequencing; GSM3639714: 22Rv1 shNT, Replicate 4; Homo sapiens; RNA-Seq"
"SRR8668920"	"Illumina HiSeq 4000 sequencing; GSM3639717: 22Rv1 shCENPA1, Replicate 3; Homo sapiens; RNA-Seq"
"SRR8668922"	"Illumina HiSeq 4000 sequencing; GSM3639719: 22Rv1 shCENPA2, Replicate 1; Homo sapiens; RNA-Seq"
"SRR8668925"	"Illumina HiSeq 4000 sequencing; GSM3639722: 22Rv1 shCENPA2, Replicate 4; Homo sapiens; RNA-Seq"
"SRR5974461"	"NextSeq 500 sequencing; GSM2753414: 22RV1 BETi Resistant Pool 2; Homo sapiens; RNA-Seq"
"SRR8311378"	"Illumina HiSeq 2500 sequencing; GSM3508092: 22rv1-parental-foxa1-cst; Homo sapiens; ChIP-Seq"
"SRR8311379"	"Illumina HiSeq 2500 sequencing; GSM3508093: 22rv1-parental-foxa1-tfs; Homo sapiens; ChIP-Seq"
"SRR8311403"	"Illumina HiSeq 2500 sequencing; GSM3508117: 22rv1-crispr-#wt3-tle3; Homo sapiens; ChIP-Seq"
"SRR8311404"	"Illumina HiSeq 2500 sequencing; GSM3508118: 22rv1-crispr-#57-tle3; Homo sapiens; ChIP-Seq"
"SRR8311416"	"Illumina HiSeq 2500 sequencing; GSM3508130: 22rv1-crispr-#wt2-rep1; Homo sapiens; RNA-Seq"
"SRR8311419"	"Illumina HiSeq 2500 sequencing; GSM3508133: 22rv1-crispr-#wt3-rep2; Homo sapiens; RNA-Seq"
"SRR8311421"	"Illumina HiSeq 2500 sequencing; GSM3508135: 22rv1-sinc-72h-rep2; Homo sapiens; RNA-Seq"
"SRR8311423"	"Illumina HiSeq 2500 sequencing; GSM3508137: 22rv1-sitle3-72h-rep2; Homo sapiens; RNA-Seq"
"SRR9975248"	"Illumina HiSeq 2500 sequencing; GSM4037209: 22Rv1-V4-RNA-seq; Homo sapiens; RNA-Seq"
"SRR537066"	"Illumina Genome Analyzer IIx sequencing; GSM984389: 22RV1 AR vehicle; Homo sapiens; ChIP-Seq"
"SRR537069"	"Illumina Genome Analyzer IIx sequencing; GSM984390: 22RV1 AR treated; Homo sapiens; ChIP-Seq"
"SRR7651715"	"Illumina HiSeq 3000 sequencing; GSM3321039: prostate: 22RV1 RNA-seq; Homo sapiens; RNA-Seq"
"SRR5211006"	"Illumina HiSeq 2500 sequencing; GSM2471431: 22Rv1 Et RIP input; Homo sapiens; RIP-Seq"
"SRR5211008"	"Illumina HiSeq 2500 sequencing; GSM2471433: 22Rv1 Et PSF-RIP; Homo sapiens; RIP-Seq"
"SRR9975246"	"Illumina HiSeq 2500 sequencing; GSM4037207: 22Rv1-Control-RNA-seq; Homo sapiens; RNA-Seq"
"SRR9975247"	"Illumina HiSeq 2500 sequencing; GSM4037208: 22Rv1-V1-RNA-seq; Homo sapiens; RNA-Seq"
"SRR8668914"	"Illumina HiSeq 4000 sequencing; GSM3639711: 22Rv1 shNT, Replicate 1; Homo sapiens; RNA-Seq"
"SRR8668915"	"Illumina HiSeq 4000 sequencing; GSM3639712: 22Rv1 shNT, Replicate 2; Homo sapiens; RNA-Seq"
"SRR8668918"	"Illumina HiSeq 4000 sequencing; GSM3639715: 22Rv1 shCENPA1, Replicate 1; Homo sapiens; RNA-Seq"
"SRR8668919"	"Illumina HiSeq 4000 sequencing; GSM3639716: 22Rv1 shCENPA1, Replicate 2; Homo sapiens; RNA-Seq"
"SRR8668921"	"Illumina HiSeq 4000 sequencing; GSM3639718: 22Rv1 shCENPA1, Replicate 4; Homo sapiens; RNA-Seq"
"SRR8668923"	"Illumina HiSeq 4000 sequencing; GSM3639720: 22Rv1 shCENPA2, Replicate 2; Homo sapiens; RNA-Seq"
"SRR8668924"	"Illumina HiSeq 4000 sequencing; GSM3639721: 22Rv1 shCENPA2, Replicate 3; Homo sapiens; RNA-Seq"
"SRR2857677"	"Illumina HiSeq 2500 sequencing; GSM1921114: 22Rv1 hMeSeal-Seq Rep 1; Homo sapiens; OTHER"
"SRR2857684"	"Illumina HiSeq 2000 sequencing; GSM1921119: 22Rv1 hMeSeal-Seq Input DNA; Homo sapiens; OTHER"
"SRR10084499"	"NextSeq 500 sequencing; GSM4066537: 22RV1 miR-194_Replicate 1 [HITS-CLIP]; Homo sapiens; RIP-Seq"
"SRR10084501"	"NextSeq 500 sequencing; GSM4066539: 22RV1 miR-194_Replicate 3 [HITS-CLIP]; Homo sapiens; RIP-Seq"
"SRR6214090"	"Illumina HiSeq 2000 sequencing; GSM2828632: ChIP-seq from 22Rv1 (ENCLB509KOU); Homo sapiens; ChIP-Seq"
"SRR6214201"	"Illumina HiSeq 2000 sequencing; GSM2828864: ChIP-seq from 22Rv1 (ENCLB407QHY); Homo sapiens; ChIP-Seq"
"SRR6214223"	"Illumina HiSeq 2000 sequencing; GSM2828839: ChIP-seq from 22Rv1 (ENCLB204YIW); Homo sapiens; ChIP-Seq"
"SRR9108940"	"Illumina HiSeq 2500 sequencing; Whole-cell polyA RNA-Seq of 22Rv1 prostate cancer cells"
"SRR6212965"	"Illumina HiSeq 2000 sequencing; GSM2825579: ChIP-seq from 22Rv1 (ENCLB516BSK); Homo sapiens; ChIP-Seq"
"SRR10084500"	"NextSeq 500 sequencing; GSM4066538: 22RV1 miR-194_Replicate 2 [HITS-CLIP]; Homo sapiens; RIP-Seq"
"SRR10084502"	"NextSeq 500 sequencing; GSM4066540: 22RV1 Negative Control_Replicate 1 [HITS-CLIP]; Homo sapiens; RIP-Seq"
"SRR10084503"	"NextSeq 500 sequencing; GSM4066541: 22RV1 Negative Control_Replicate 2 [HITS-CLIP]; Homo sapiens; RIP-Seq"
"SRR10084504"	"NextSeq 500 sequencing; GSM4066542: 22RV1 Negative Control_Replicate 3 [HITS-CLIP]; Homo sapiens; RIP-Seq"
"SRR9108939"	"Illumina HiSeq 2500 sequencing; Whole-cell polyA RNA-Seq of 22Rv1 prostate cancer cells"
"SRR6214202"	"Illumina HiSeq 2000 sequencing; GSM2828865: ChIP-seq from 22Rv1 (ENCLB947RFP); Homo sapiens; ChIP-Seq"
"SRR6214222"	"Illumina HiSeq 2000 sequencing; GSM2828838: ChIP-seq from 22Rv1 (ENCLB110WLV); Homo sapiens; ChIP-Seq"
"SRR7702335"	"Illumina HiSeq 2000 sequencing; GSM3335733: Hi-C in 22Rv1 rep2; Homo sapiens; Hi-C"
"SRR8446406"	"Illumina HiSeq 3000 sequencing; GSM3564275: RNA-seq in 22Rv1 rep1; Homo sapiens; RNA-Seq"
"SRR8446408"	"Illumina HiSeq 3000 sequencing; GSM3564277: RNA-seq in 22Rv1 rep3; Homo sapiens; RNA-Seq"
"SRR8311375"	"Illumina HiSeq 2500 sequencing; GSM3508089: 22rv1-crispr-#57-foxa1-cst; Homo sapiens; ChIP-Seq"
"SRR8311382"	"Illumina HiSeq 2500 sequencing; GSM3508096: 22rv1-crispr-#wt3-foxa1-tfs; Homo sapiens; ChIP-Seq"
"SRR8311384"	"Illumina HiSeq 2500 sequencing; GSM3508098: 22rv1-crispr-#36-foxa1-cst; Homo sapiens; ChIP-Seq"
"SRR8311388"	"Illumina HiSeq 2500 sequencing; GSM3508102: 22rv1-crispr-#70-foxa1-tfs; Homo sapiens; ChIP-Seq"
"SRR6213590"	"Illumina HiSeq 2000 sequencing; GSM2827407: ChIP-seq from 22Rv1 (ENCLB149SBT); Homo sapiens; ChIP-Seq"
"SRR6214352"	"Illumina HiSeq 2000 sequencing; GSM2828934: ChIP-seq from 22Rv1 (ENCLB989TCG); Homo sapiens; ChIP-Seq"
"SRR6214089"	"Illumina HiSeq 2000 sequencing; GSM2828631: ChIP-seq from 22Rv1 (ENCLB527PRR); Homo sapiens; ChIP-Seq"
"SRR6213591"	"Illumina HiSeq 2000 sequencing; GSM2827408: ChIP-seq from 22Rv1 (ENCLB605NOX); Homo sapiens; ChIP-Seq"
"SRR6214353"	"Illumina HiSeq 2000 sequencing; GSM2828935: ChIP-seq from 22Rv1 (ENCLB707NFY); Homo sapiens; ChIP-Seq"
"SRR7702334"	"Illumina HiSeq 2000 sequencing; GSM3335732: Hi-C in 22Rv1 rep1; Homo sapiens; Hi-C"
"SRR8446407"	"Illumina HiSeq 3000 sequencing; GSM3564276: RNA-seq in 22Rv1 rep2; Homo sapiens; RNA-Seq"
"SRR8311376"	"Illumina HiSeq 2500 sequencing; GSM3508090: 22rv1-crispr-#57-foxa1-tfs; Homo sapiens; ChIP-Seq"
"SRR8311381"	"Illumina HiSeq 2500 sequencing; GSM3508095: 22rv1-crispr-#wt3-foxa1-cst; Homo sapiens; ChIP-Seq"
"SRR8311385"	"Illumina HiSeq 2500 sequencing; GSM3508099: 22rv1-crispr-#36-foxa1-tfs; Homo sapiens; ChIP-Seq"
"SRR8311387"	"Illumina HiSeq 2500 sequencing; GSM3508101: 22rv1-crispr-#70-foxa1-cst; Homo sapiens; ChIP-Seq"
"SRR6212966"	"Illumina HiSeq 2000 sequencing; GSM2825580: ChIP-seq from 22Rv1 (ENCLB133TRK); Homo sapiens; ChIP-Seq"
"SRR2857676"	"Illumina HiSeq 2500 sequencing; GSM1921110: 22Rv1 MBD-Seq Rep 1; Homo sapiens; MBD-Seq"
"SRR2857679"	"Illumina HiSeq 2500 sequencing; GSM1921111: 22Rv1 MBD-Seq Rep 2; Homo sapiens; MBD-Seq"
"SRR2857680"	"Illumina HiSeq 2500 sequencing; GSM1921112: 22Rv1 MBD-Seq Rep 3; Homo sapiens; MBD-Seq"
"SRR2857681"	"Illumina HiSeq 2500 sequencing; GSM1921116: 22Rv1 MBD-Seq Input DNA; Homo sapiens; MBD-Seq"
"SRR8446389"	"Illumina HiSeq 3000 sequencing; GSM3564258: H3K9me3 ChIP-seq in 22Rv1 rep2; Homo sapiens; ChIP-Seq"
"SRR8446391"	"Illumina HiSeq 3000 sequencing; GSM3564260: H3K27me3 ChIP-seq in 22Rv1 rep2; Homo sapiens; ChIP-Seq"
